Venue,Division,Season,Date,Round,URL,Player,Opponent,First Thrower,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Ian Gower,Darren Evans,First,1,42,LOST,15,42,64,43,60,33,62,30,30,56,27,17,11,3,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Darren Evans,Ian Gower,Second,1,42,WON,60,43,43,100,26,41,60,56,32,20,0,0,10,10,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Ian Gower,Darren Evans,Second,2,24,LOST,17,58,11,60,45,22,43,60,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Darren Evans,Ian Gower,First,2,26,WON,100,41,140,100,43,67,0,0,10,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Ian Gower,Darren Evans,First,3,23,WON,121,11,81,36,134,26,32,60,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Darren Evans,Ian Gower,Second,3,21,LOST,45,60,45,140,80,27,14,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Ian Gower,Darren Evans,Second,4,24,LOST,52,30,26,140,44,132,35,10,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Darren Evans,Ian Gower,First,4,25,WON,26,22,100,36,81,125,95,0,16,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Ian Gower,Darren Evans,First,5,21,LOST,55,44,30,55,60,32,76,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Darren Evans,Ian Gower,Second,5,20,WON,60,45,60,45,95,140,56,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Ian Gower,Darren Evans,Second,6,24,LOST,49,45,45,30,70,41,24,24,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Darren Evans,Ian Gower,First,6,27,WON,60,82,85,60,100,39,30,29,16,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Ian Gower,Darren Evans,First,7,30,LOST,27,70,43,60,30,19,19,76,43,56,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Darren Evans,Ian Gower,Second,7,30,WON,41,100,26,60,60,92,82,20,0,20,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Ian Gower,Darren Evans,Second,8,24,LOST,76,41,60,121,23,81,32,27,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Darren Evans,Ian Gower,First,8,27,WON,52,60,28,140,17,100,44,40,20,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Ian Gower,Darren Evans,First,9,33,LOST,41,28,26,28,81,60,27,26,38,29,42,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/cg29e1tBmZ6Z,Darren Evans,Ian Gower,Second,9,32,WON,55,55,30,81,100,100,70,0,8,0,2,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,Second,1,18,LOST,42,137,7,98,96,45,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,First,1,20,WON,66,100,41,97,81,42,74,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,First,2,31,WON,60,40,81,60,86,31,76,0,27,22,18,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,Second,2,30,LOST,15,26,43,45,84,4,25,96,60,47,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,Second,3,27,WON,51,140,80,27,57,77,29,26,14,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,First,3,27,LOST,45,100,57,45,81,45,40,56,16,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,First,4,27,LOST,95,44,78,57,93,13,28,83,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,Second,4,27,WON,25,85,42,85,45,42,45,92,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,Second,5,28,WON,13,46,81,44,95,32,64,46,40,40,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,First,5,30,LOST,45,125,55,46,41,59,45,31,14,30,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,First,6,24,LOST,41,26,34,25,45,60,100,48,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,Second,6,24,WON,100,44,25,47,81,83,85,36,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,Second,7,23,WON,97,100,65,50,95,37,49,8,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,First,7,24,LOST,81,30,58,34,36,45,85,60,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,First,8,25,WON,47,42,59,60,77,43,99,34,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,Second,8,24,LOST,81,45,41,61,43,80,45,65,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,Second,9,21,LOST,32,59,100,59,66,140,13,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,First,9,23,WON,60,66,80,100,100,22,57,16,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,First,10,29,WON,29,42,60,100,54,9,27,76,56,48,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,Second,10,27,LOST,41,100,60,41,95,60,28,36,32,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,Second,11,21,LOST,21,83,45,81,57,31,79,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,First,11,22,WON,42,100,85,66,55,97,40,16,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,First,12,21,LOST,15,52,94,29,59,55,33,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,Second,12,19,WON,100,121,60,98,39,43,40,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,Second,13,18,LOST,100,43,45,44,50,27,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,First,13,20,WON,96,59,57,48,100,100,41,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,James Edghill,Colm Mc Girl,First,14,27,LOST,44,47,59,81,100,23,28,87,26,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/kqytO6fMnvB4,Colm Mc Girl,James Edghill,Second,14,27,WON,26,26,47,87,140,24,43,70,38,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,Second,1,28,WON,43,60,60,13,41,60,78,45,69,32,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,First,1,30,LOST,36,66,60,60,100,59,100,15,1,2,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,First,2,26,WON,100,22,45,22,60,100,45,67,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,Second,2,24,LOST,45,83,41,100,26,55,111,20,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,Second,3,18,LOST,85,45,83,45,26,22,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,First,3,19,WON,80,100,81,60,100,40,40,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,First,4,25,WON,41,41,140,26,41,21,60,91,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,Second,4,24,LOST,55,41,100,45,50,45,85,70,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,Second,5,33,LOST,100,36,60,60,41,26,28,60,60,22,0,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,First,5,35,WON,85,55,60,85,31,45,41,43,16,20,0,20,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,First,6,27,LOST,60,60,26,95,79,42,41,79,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,Second,6,27,WON,45,41,41,85,41,81,85,42,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,Second,7,25,WON,57,95,133,39,41,61,50,17,8,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,First,7,27,LOST,60,83,43,60,30,100,47,68,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,First,8,27,LOST,59,83,95,41,39,57,95,16,12,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,Second,8,25,WON,81,100,58,45,25,60,72,20,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,Second,9,18,LOST,41,38,57,43,41,100,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,First,9,20,WON,60,62,95,60,83,56,85,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,First,10,27,LOST,41,60,60,100,76,95,57,9,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,Second,10,27,WON,45,28,26,60,60,83,80,78,41,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,Second,11,21,LOST,43,22,83,57,95,13,60,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,First,11,23,WON,100,22,85,41,95,84,34,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,First,12,27,WON,60,37,50,100,44,61,20,61,68,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,Second,12,24,LOST,81,45,60,55,60,40,62,32,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Dylan Loughnane,Michael Fitzgerald,Second,13,15,LOST,45,60,85,62,60,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/HWMIII0RN3po,Michael Fitzgerald,Dylan Loughnane,First,13,17,WON,70,180,81,51,79,40,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,Second,1,26,WON,60,140,66,41,123,51,0,10,10,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,First,1,27,LOST,11,45,36,41,26,66,26,60,85,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,First,2,18,WON,140,121,55,41,58,86,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,Second,2,15,LOST,83,100,24,80,26,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,Second,3,33,WON,60,22,125,7,60,22,59,9,39,28,70,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,First,3,33,LOST,30,81,140,70,26,79,35,20,16,2,0,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,First,4,25,WON,70,24,45,43,41,45,140,87,6,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,Second,4,24,LOST,66,60,180,165,24,0,0,0,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,Second,5,21,LOST,22,100,85,63,60,59,60,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,First,5,22,WON,43,140,81,81,72,52,16,16,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,First,6,30,LOST,24,68,60,26,41,39,100,100,13,25,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,Second,6,30,WON,26,60,100,81,45,30,45,28,38,48,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,Second,7,24,WON,81,100,85,60,41,91,23,20,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,First,7,24,LOST,30,60,30,100,100,26,22,32,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,First,8,22,WON,62,121,85,140,41,32,0,20,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,Second,8,21,LOST,60,44,55,45,121,26,98,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,Second,9,18,LOST,100,43,26,81,41,100,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,First,9,21,WON,100,26,100,100,42,49,84,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,First,10,21,WON,140,100,45,100,100,0,16,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,Second,10,18,LOST,26,60,45,41,70,95,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,Second,11,18,LOST,24,81,7,45,60,22,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,First,11,20,WON,138,70,60,81,85,51,16,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Dylan Loughnane,Andy Bradley-Nye,First,12,17,WON,24,85,81,180,91,40,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/zayw3h7sF8Gf,Andy Bradley-Nye,Dylan Loughnane,Second,12,15,LOST,140,60,3,40,123,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,Second,1,21,LOST,43,37,36,45,15,95,61,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,First,1,22,WON,24,30,120,59,95,35,120,18,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,First,2,20,WON,46,81,93,121,80,40,40,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,Second,2,18,LOST,85,140,26,22,22,44,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,Second,3,37,WON,44,33,60,60,43,43,58,100,55,0,0,1,4,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,First,3,39,LOST,45,26,41,65,28,30,30,2,81,26,55,32,0,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,First,4,32,WON,45,60,44,81,57,29,79,27,39,0,40,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,Second,4,30,LOST,60,7,47,45,55,100,24,41,5,41,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,Second,5,21,LOST,92,40,45,85,47,60,54,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,First,5,24,WON,81,30,95,83,65,41,51,55,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,First,6,31,WON,96,44,68,42,47,39,55,98,6,0,6,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,Second,6,30,LOST,45,85,59,60,9,85,30,22,74,16,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,Second,7,24,LOST,35,43,41,60,49,44,18,76,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,First,7,27,WON,100,41,39,100,22,80,43,0,76,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,First,8,27,LOST,42,60,60,44,38,43,47,87,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,Second,8,26,WON,85,40,85,100,60,91,2,0,38,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,Second,9,33,LOST,44,60,85,44,28,27,37,45,26,33,40,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,First,9,34,WON,70,26,36,26,60,66,41,45,9,44,38,40,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,First,10,30,WON,80,44,30,61,43,65,80,33,30,35,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,Second,10,27,LOST,80,28,22,134,30,36,45,86,12,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,Second,11,33,LOST,41,70,65,27,43,36,44,55,36,59,0,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,First,11,35,WON,26,45,134,40,100,46,42,64,0,2,0,2,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,First,12,27,WON,94,58,44,64,7,45,60,63,66,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,Second,12,24,LOST,80,43,83,76,60,63,60,28,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,Second,13,27,LOST,30,64,44,95,52,81,35,39,41,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,First,13,30,WON,57,13,28,47,60,81,85,8,56,66,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,James Edghill,Ian Gower,First,14,21,WON,84,30,125,60,95,91,16,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6Rxt90GNDkWH,Ian Gower,James Edghill,Second,14,18,LOST,30,45,85,41,36,45,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,First,1,31,WON,58,95,27,44,31,44,60,78,32,0,32,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,Second,1,30,LOST,45,55,85,41,41,60,83,57,18,8,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,Second,2,26,WON,140,45,46,45,33,59,43,68,22,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,First,2,27,LOST,97,30,41,100,100,62,51,0,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,First,3,33,LOST,44,60,41,44,24,39,100,95,36,15,0,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,Second,3,33,WON,44,70,81,41,60,45,60,40,35,20,5,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,Second,4,27,LOST,45,59,44,21,60,26,96,57,38,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,First,4,28,WON,100,40,0,41,60,47,60,60,53,40,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,First,5,24,LOST,41,60,100,59,47,44,57,59,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,Second,5,23,WON,100,70,100,97,26,48,40,20,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,Second,6,17,WON,100,60,81,140,78,42,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,First,6,18,LOST,83,60,80,120,88,50,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,First,7,24,WON,60,41,140,60,60,100,20,20,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,Second,7,21,LOST,52,60,41,44,43,30,81,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,Second,8,30,LOST,60,134,60,59,40,60,70,14,2,0,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,First,8,32,WON,60,22,36,85,100,30,97,56,0,0,15,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,First,9,23,WON,45,99,83,55,83,32,72,32,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,Second,9,21,LOST,123,41,60,43,15,26,95,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,Second,10,30,LOST,40,100,125,74,9,57,38,38,0,6,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,First,10,32,WON,47,60,45,46,70,26,58,59,42,28,20,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,First,11,26,WON,41,100,60,60,60,60,60,40,20,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,Second,11,24,LOST,85,24,95,45,95,60,57,30,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,Second,12,32,WON,60,72,83,28,40,38,55,28,57,20,20,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,First,12,33,LOST,41,42,41,45,45,45,30,100,32,40,20,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,First,13,30,LOST,25,41,33,85,85,23,39,139,14,9,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,Second,13,30,WON,30,60,60,40,47,45,125,20,34,40,,,,,
